Order_ID,Order_Date_ID,Delivery_Date_ID,Delivery_Days,Car_ID,Customer_ID,Region,Country,Dealer,Sales_Rep,Customer_Type,Order_Channel,Payment_Method,Discount_Pct,Final_Price_USD,Is_Certified_Pre_Owned,Mileage_At_Sale,Warranty_Years,Customer_Satisfaction_Score,Units_Sold
1431,20250130,20250405,65,CAR01026,CUST001462,Asia Pacific,Singapore,Performance Motors Singapore,Tom Tanaka,Certified Pre-Owned Trade-In,Dealership Walk-in,Lease,3.7,77328.9,True,37285,4,4.5,1
1432,20241011,20241115,35,CAR00381,CUST000960,Asia Pacific,Singapore,Performance Motors Singapore,Elena Zhang,Corporate Fleet,Online Configurator,Cash,0.0,79500.0,False,0,4,4.5,1
1433,20240920,20241229,100,CAR00511,CUST001684,North America,USA,Chicago M Motors,Marco Schmidt,Individual,Dealership Walk-in,Lease,1.69,77959.83,False,0,4,5.0,1
1434,20231009,20231111,33,CAR01027,CUST001832,Middle East,Saudi Arabia,BMW Riyadh,Omar Tanaka,Certified Pre-Owned Trade-In,Referral,Lease,1.48,90539.88,True,20020,4,3.9,1
1435,20250703,20250816,44,CAR01028,CUST002438,Europe,Switzerland,BMW Zürich,Olivia Silva,Individual,Dealership Walk-in,Manufacturer Finance,7.38,86043.98,False,0,4,4.0,1
1436,20240212,20240326,43,CAR00310,CUST003857,Europe,Netherlands,BMW Amsterdam,Sophie Park,Individual,Online Configurator,Cash,1.73,117236.11,False,0,4,4.4,1
1437,20250407,20250614,68,CAR01029,CUST001699,Europe,Italy,BMW Roma,Elena Al-Farsi,Individual,Dealership Walk-in,Manufacturer Finance,3.26,85808.38,False,0,4,3.5,1
1438,20240805,20241125,112,CAR01030,CUST001130,Europe,Netherlands,BMW Amsterdam,Daniel Silva,Individual,Dealership Walk-in,Cash,4.64,102321.28,False,0,4,4.5,1
1439,20230119,20230302,42,CAR01031,CUST003728,North America,USA,BMW of Austin,Maria Zhang,Individual,Online Configurator,Bank Loan,1.58,110820.92,False,0,4,3.8,1
1440,20240722,20241031,101,CAR01032,CUST003621,North America,Canada,BMW Vancouver,Noah Andersson,Individual,Online Configurator,Lease,2.81,110116.27,False,0,4,4.5,1
1441,20240514,20240709,56,CAR00741,CUST003128,North America,Canada,BMW Vancouver,Ahmed Cohen,Corporate Fleet,Dealership Walk-in,Lease,3.65,96157.3,False,0,4,4.8,1
1442,20231127,20240207,72,CAR01033,CUST001040,Asia Pacific,Australia,BMW Melbourne,Omar Schmidt,Individual,Dealership Walk-in,Lease,5.18,73106.22,False,0,4,5.0,1
1443,20220519,20220713,55,CAR00181,CUST003177,Europe,Spain,BMW Barcelona,Wei Andersson,Individual,Auto Show Event,Bank Loan,1.65,88416.65,False,0,4,5.0,1
1444,20250630,20250921,83,CAR00141,CUST002037,Rest of World,Brazil,BMW São Paulo,Liam Garcia,Individual,Online Configurator,Lease,7.69,76432.68,False,0,4,4.0,1
1445,20230909,20231222,104,CAR01034,CUST002195,North America,Mexico,BMW Polanco,David Kim,Individual,Referral,Cash,0.0,111500.0,False,0,4,4.6,1
1446,20250705,20250917,74,CAR01035,CUST002426,Middle East,UAE,BMW Dubai Sheikh Zayed Rd,Elena Cohen,Certified Pre-Owned Trade-In,Online Configurator,Bank Loan,1.54,103678.38,True,6719,4,5.0,1
1447,20231205,20240314,100,CAR00486,CUST001469,Middle East,Qatar,BMW Doha,Lucas Khan,Individual,Online Configurator,Manufacturer Finance,0.0,79600.0,False,0,4,3.4,1
1448,20230905,20231125,81,CAR00831,CUST000523,North America,Mexico,BMW Guadalajara,Maria Zhang,Individual,Online Configurator,Bank Loan,4.18,89400.06,False,0,4,4.5,1
1449,20220709,20220726,17,CAR00556,CUST001543,Europe,Switzerland,BMW Zürich,Nina Andersson,Individual,Online Configurator,Bank Loan,7.35,67263.9,False,0,4,5.0,1
1450,20251223,20260317,84,CAR01036,CUST003339,Europe,Italy,BMW Roma,Wei Weber,Individual,Online Configurator,Manufacturer Finance,5.99,90155.59,False,0,4,4.6,1
1451,20260430,20260521,21,CAR01037,CUST000695,Asia Pacific,China,BMW Shanghai Jing'an,Julia Cohen,Individual,Online Configurator,Lease,4.41,117575.7,False,0,4,3.9,1
1452,20230118,20230413,85,CAR00187,CUST000619,North America,USA,BMW of Manhattan,Wei Silva,Individual,Dealership Walk-in,Manufacturer Finance,0.96,89334.08,False,0,4,5.0,1
1453,20250101,20250413,102,CAR00399,CUST000061,Europe,Switzerland,BMW Zürich,Olivia Hassan,Individual,Dealership Walk-in,Cash,1.62,91591.78,False,0,4,4.5,1
1454,20250613,20250824,72,CAR01038,CUST001313,Europe,Spain,BMW Barcelona,Olivia Hassan,Certified Pre-Owned Trade-In,Online Configurator,Manufacturer Finance,0.71,124013.21,True,33518,4,3.7,1
1455,20230221,20230410,48,CAR01039,CUST000756,North America,Mexico,BMW Guadalajara,Lucas Khan,Individual,Dealership Walk-in,Manufacturer Finance,5.74,78141.54,False,0,4,5.0,1
1456,20230102,20230307,64,CAR01040,CUST002067,Europe,United Kingdom,Park Lane BMW London,Lucas Khan,Individual,Referral,Bank Loan,5.42,120400.34,False,0,4,5.0,1
1457,20221007,20221115,39,CAR01041,CUST003190,North America,Mexico,BMW Guadalajara,David Rossi,Individual,Dealership Walk-in,Manufacturer Finance,4.42,84397.14,False,0,4,4.6,1
1458,20240221,20240313,21,CAR01042,CUST003437,Asia Pacific,South Korea,BMW Seoul Gangnam,Lucas Khan,Individual,Dealership Walk-in,Bank Loan,2.29,90186.33,False,0,4,5.0,1
1459,20250707,20251022,107,CAR01043,CUST003890,Europe,United Kingdom,Park Lane BMW London,Omar Tanaka,Corporate Fleet,Referral,Manufacturer Finance,4.4,68449.6,False,0,4,3.8,1
1460,20240520,20240604,15,CAR00218,CUST003344,North America,Canada,BMW Vancouver,Laura Nakamura,Individual,Online Configurator,Lease,1.74,85977.5,False,0,4,4.1,1
1461,20260212,20260321,37,CAR00235,CUST001358,North America,Mexico,BMW Polanco,Julia Cohen,Individual,Referral,Lease,2.23,109209.09,False,0,4,4.5,1
1462,20220109,20220502,113,CAR01044,CUST001342,Asia Pacific,China,BMW Shanghai Jing'an,Emma Al-Farsi,Lease Return Buyout,Dealership Walk-in,Lease,2.01,79175.92,False,0,4,4.8,1
1463,20250915,20251114,60,CAR00534,CUST003137,North America,USA,BMW of Manhattan,Omar Tanaka,Corporate Fleet,Dealership Walk-in,Lease,4.98,89983.94,False,0,4,4.3,1
1464,20241120,20250216,88,CAR00567,CUST002418,North America,Mexico,BMW Guadalajara,Noah Zhang,Individual,Fleet Program,Manufacturer Finance,2.96,84424.8,False,0,4,4.9,1
1465,20240128,20240506,99,CAR01045,CUST001117,Asia Pacific,China,BMW Beijing Chaoyang,Wei Murphy,Lease Return Buyout,Dealership Walk-in,Bank Loan,6.1,126952.8,False,0,4,3.1,1
1466,20240813,20241017,65,CAR00890,CUST000996,Asia Pacific,Japan,BMW Tokyo Minato,Anna Khan,Lease Return Buyout,Referral,Bank Loan,0.71,87871.65,False,0,4,3.8,1
1467,20251027,20260207,103,CAR01046,CUST003319,Rest of World,South Africa,BMW Johannesburg,David Rossi,Certified Pre-Owned Trade-In,Online Configurator,Bank Loan,3.83,80109.61,True,25061,4,3.8,1
1468,20241226,20250208,44,CAR00599,CUST001479,North America,Mexico,BMW Guadalajara,Elena Ivanov,Individual,Referral,Manufacturer Finance,2.22,72161.64,False,0,4,4.0,1
1469,20230703,20230901,60,CAR01047,CUST003550,North America,Mexico,BMW Polanco,Elena Zhang,Individual,Online Configurator,Bank Loan,3.17,149796.01,False,0,4,4.7,1
1470,20250930,20251113,44,CAR01048,CUST001293,Asia Pacific,South Korea,BMW Seoul Gangnam,David Rossi,Individual,Dealership Walk-in,Bank Loan,5.82,72424.42,False,0,4,4.5,1
1471,20230207,20230305,26,CAR00109,CUST003345,Asia Pacific,Japan,BMW Osaka,Nina Tanaka,Individual,Online Configurator,Manufacturer Finance,8.48,77059.84,False,0,4,4.5,1
1472,20240512,20240623,42,CAR01049,CUST002066,Middle East,UAE,BMW Abu Dhabi,Fatima Rossi,Individual,Dealership Walk-in,Bank Loan,3.0,155976.0,False,0,4,4.4,1
1473,20221023,20230211,111,CAR00878,CUST002382,North America,USA,Chicago M Motors,Wei Kim,Corporate Fleet,Online Configurator,Lease,2.04,144882.84,False,0,4,5.0,1
1474,20240804,20240831,27,CAR01050,CUST001584,North America,Canada,BMW Vancouver,Karim Murphy,Certified Pre-Owned Trade-In,Dealership Walk-in,Bank Loan,0.0,126700.0,True,15176,4,5.0,1
1475,20220929,20230121,114,CAR00546,CUST003088,Europe,United Kingdom,BMW Manchester,Omar Tanaka,Individual,Online Configurator,Manufacturer Finance,0.0,75200.0,False,0,4,4.3,1
1476,20241026,20241113,18,CAR01051,CUST003846,North America,Canada,BMW Vancouver,Laura Silva,Certified Pre-Owned Trade-In,Dealership Walk-in,Lease,3.83,131272.05,True,31404,4,4.8,1
1477,20260112,20260305,52,CAR00345,CUST003303,Asia Pacific,Japan,BMW Osaka,Noah Andersson,Individual,Auto Show Event,Bank Loan,0.94,88064.34,False,0,4,5.0,1
1478,20230719,20231102,106,CAR01052,CUST001324,North America,Mexico,BMW Guadalajara,Daniel Kim,Individual,Online Configurator,Bank Loan,0.14,133013.52,False,0,4,5.0,1
1479,20260328,20260704,98,CAR01053,CUST000716,Europe,Switzerland,BMW Zürich,Lucas Kim,Certified Pre-Owned Trade-In,Dealership Walk-in,Manufacturer Finance,0.87,86540.49,True,7894,4,4.7,1
1480,20221013,20230102,81,CAR00424,CUST003366,Asia Pacific,Singapore,Performance Motors Singapore,Felix Garcia,Individual,Dealership Walk-in,Bank Loan,0.75,123467.0,False,0,4,3.9,1
1481,20230904,20231112,69,CAR00084,CUST002047,Europe,France,BMW Lyon,Nina Tanaka,Certified Pre-Owned Trade-In,Dealership Walk-in,Cash,2.2,74719.2,True,10501,4,4.2,1
1482,20220511,20220717,67,CAR00582,CUST003662,Europe,Germany,BMW Stuttgart Zentrum,Julia Cohen,Individual,Dealership Walk-in,Bank Loan,0.45,130908.25,False,0,4,4.5,1
1483,20230329,20230520,52,CAR00879,CUST002523,North America,Canada,BMW Vancouver,Olivia Silva,Individual,Online Configurator,Bank Loan,0.0,155900.0,False,0,4,3.4,1
1484,20220303,20220529,87,CAR00181,CUST003420,Middle East,Saudi Arabia,BMW Riyadh,Laura Silva,Certified Pre-Owned Trade-In,Dealership Walk-in,Bank Loan,4.86,74970.32,True,16840,4,4.9,1
1485,20250713,20250921,70,CAR01054,CUST002095,North America,Mexico,BMW Guadalajara,David Tanaka,Certified Pre-Owned Trade-In,Online Configurator,Manufacturer Finance,0.02,85782.84,True,38746,4,4.8,1
1486,20240905,20241021,46,CAR00380,CUST003714,Europe,Italy,BMW Milano,Julia Cohen,Corporate Fleet,Online Configurator,Manufacturer Finance,4.5,66659.0,False,0,4,4.0,1
1487,20240930,20241123,54,CAR00288,CUST002641,North America,Canada,BMW Toronto,Wei Weber,Individual,Dealership Walk-in,Lease,3.77,82950.26,False,0,4,5.0,1
1488,20240426,20240527,31,CAR01055,CUST003212,Middle East,UAE,BMW Abu Dhabi,Julia Nakamura,Corporate Fleet,Dealership Walk-in,Lease,5.85,78615.25,False,0,4,4.3,1
1489,20220207,20220502,84,CAR00165,CUST001835,North America,Mexico,BMW Polanco,David Rossi,Individual,Dealership Walk-in,Lease,3.7,76173.3,False,0,4,4.8,1
1490,20260531,20260801,62,CAR00816,CUST001641,North America,Mexico,BMW Polanco,David Rossi,Individual,Dealership Walk-in,Bank Loan,0.44,73176.6,False,0,4,4.8,1
1491,20250505,20250831,118,CAR01056,CUST003481,Europe,United Kingdom,BMW Manchester,Chen Müller,Individual,Auto Show Event,Bank Loan,3.94,139094.88,False,0,4,4.7,1
1492,20260228,20260323,23,CAR00586,CUST002288,North America,Mexico,BMW Guadalajara,Liam Garcia,Individual,Dealership Walk-in,Cash,2.36,101252.68,False,0,4,4.6,1
1493,20240810,20241028,79,CAR01057,CUST003534,Asia Pacific,Singapore,Performance Motors Singapore,Anna Weber,Individual,Auto Show Event,Bank Loan,4.51,92625.3,False,0,4,3.9,1
1494,20240212,20240417,65,CAR01058,CUST003025,Europe,France,BMW Lyon,David Kim,Corporate Fleet,Online Configurator,Bank Loan,0.0,69500.0,False,0,4,4.9,1
1495,20221125,20230202,69,CAR00747,CUST003835,Europe,Germany,BMW Stuttgart Zentrum,Nina Tanaka,Individual,Online Configurator,Bank Loan,2.51,72142.6,False,0,4,4.3,1
1496,20231124,20240318,115,CAR01021,CUST001805,Asia Pacific,Australia,BMW Sydney,Fatima Rossi,Individual,Auto Show Event,Lease,3.79,147778.56,False,0,4,4.6,1
1497,20260623,20260916,85,CAR01059,CUST000740,Middle East,Saudi Arabia,BMW Riyadh,Anna Zhang,Individual,Online Configurator,Manufacturer Finance,0.0,135000.0,False,0,4,4.1,1
1498,20220424,20220512,18,CAR01060,CUST002934,Europe,Netherlands,BMW Amsterdam,Wei Murphy,Individual,Fleet Program,Manufacturer Finance,0.0,84700.0,False,0,4,4.2,1
1499,20240201,20240223,22,CAR00791,CUST000700,North America,Canada,BMW Toronto,David Tanaka,Individual,Online Configurator,Bank Loan,4.76,73049.08,False,0,4,3.7,1
1500,20230803,20231015,73,CAR01061,CUST002943,Europe,Germany,BMW Niederlassung München,Omar Tanaka,Individual,Auto Show Event,Lease,4.3,150153.3,False,0,4,4.2,1
1501,20251223,20260310,77,CAR00873,CUST000450,Asia Pacific,Australia,BMW Sydney,Omar Schmidt,Corporate Fleet,Dealership Walk-in,Manufacturer Finance,5.69,94781.55,False,0,4,4.0,1
1502,20250324,20250720,118,CAR00822,CUST002422,North America,USA,BMW of Austin,Tom Tanaka,Certified Pre-Owned Trade-In,Dealership Walk-in,Bank Loan,2.98,100997.82,True,31905,4,4.7,1
1503,20260525,20260821,88,CAR01062,CUST001277,Europe,United Kingdom,Park Lane BMW London,Elena Zhang,Individual,Dealership Walk-in,Cash,5.14,159364.8,False,0,4,4.3,1
1504,20220226,20220506,69,CAR01063,CUST000829,Asia Pacific,Australia,BMW Sydney,Fatima Zhang,Individual,Online Configurator,Lease,7.1,74412.9,False,0,4,4.3,1
1505,20250630,20250822,53,CAR01064,CUST000804,North America,Mexico,BMW Polanco,Nina Hassan,Certified Pre-Owned Trade-In,Dealership Walk-in,Lease,3.71,73661.85,True,20002,4,4.3,1
1506,20240809,20241017,69,CAR01065,CUST001401,Asia Pacific,South Korea,BMW Seoul Gangnam,Nina Tanaka,Individual,Online Configurator,Lease,6.89,97113.73,False,0,4,4.2,1
1507,20251124,20260106,43,CAR01066,CUST001713,Asia Pacific,China,BMW Shanghai Jing'an,Elena Cohen,Individual,Online Configurator,Manufacturer Finance,0.0,134700.0,False,0,4,4.2,1
1508,20220415,20220528,43,CAR01067,CUST003383,North America,USA,BMW of Austin,Maria Zhang,Individual,Dealership Walk-in,Bank Loan,3.7,101981.7,False,0,4,4.8,1
1509,20240220,20240511,81,CAR00066,CUST000102,Asia Pacific,Singapore,Performance Motors Singapore,Ahmed Silva,Individual,Online Configurator,Lease,1.11,97999.99,False,0,4,5.0,1
1510,20250711,20250828,48,CAR00147,CUST001390,Europe,United Kingdom,Park Lane BMW London,Wei Andersson,Individual,Referral,Lease,0.09,94514.86,False,0,4,4.9,1
1511,20220410,20220708,89,CAR01068,CUST001668,North America,Mexico,BMW Polanco,Nina Andersson,Individual,Dealership Walk-in,Cash,1.67,87120.38,False,0,4,4.0,1
1512,20220825,20221103,70,CAR00018,CUST002177,Europe,United Kingdom,BMW Manchester,Wei Weber,Individual,Referral,Cash,5.66,71321.04,False,0,4,4.5,1
1513,20240429,20240727,89,CAR01069,CUST002762,North America,Canada,BMW Vancouver,Omar Tanaka,Individual,Dealership Walk-in,Lease,3.84,146451.68,False,0,4,4.9,1
1514,20241109,20241228,49,CAR00348,CUST000691,North America,USA,BMW of Miami,Karim Murphy,Corporate Fleet,Online Configurator,Lease,2.11,86045.31,False,0,4,4.2,1
1515,20220405,20220621,77,CAR01070,CUST001084,North America,Canada,BMW Vancouver,Karim Murphy,Individual,Dealership Walk-in,Lease,1.06,132678.54,False,0,4,4.5,1
1516,20240320,20240515,56,CAR00101,CUST001995,North America,Mexico,BMW Polanco,Noah Andersson,Individual,Dealership Walk-in,Cash,3.07,114280.47,False,0,4,5.0,1
1517,20240426,20240704,69,CAR00575,CUST000018,Asia Pacific,China,BMW Beijing Chaoyang,Wei Murphy,Individual,Dealership Walk-in,Lease,0.0,85000.0,False,0,4,4.5,1
1518,20220806,20220825,19,CAR01071,CUST003562,Europe,United Kingdom,Park Lane BMW London,Julia Cohen,Individual,Referral,Lease,3.54,96170.62,False,0,4,5.0,1
1519,20260118,20260409,81,CAR00818,CUST001947,Rest of World,Brazil,BMW São Paulo,Julia Cohen,Individual,Dealership Walk-in,Cash,3.61,87232.95,False,0,4,3.7,1
1520,20250108,20250507,119,CAR00858,CUST002580,Rest of World,Brazil,BMW São Paulo,Maria Zhang,Corporate Fleet,Dealership Walk-in,Bank Loan,4.42,126643.5,False,0,4,4.6,1
1521,20230704,20231014,102,CAR00732,CUST003439,Europe,Germany,BMW Berlin Mitte,Julia Nakamura,Lease Return Buyout,Referral,Bank Loan,2.53,91426.86,False,0,4,4.4,1
1522,20240118,20240212,25,CAR00448,CUST003461,Europe,Italy,BMW Roma,Omar Tanaka,Individual,Dealership Walk-in,Lease,1.51,82534.62,False,0,4,5.0,1
1523,20240722,20240830,39,CAR01072,CUST003586,North America,Mexico,BMW Polanco,Elena Ivanov,Individual,Dealership Walk-in,Bank Loan,3.1,67733.1,False,0,4,4.3,1
1524,20240205,20240522,107,CAR00859,CUST003239,Europe,Italy,BMW Milano,Elena Zhang,Individual,Referral,Cash,2.13,154340.99,False,0,4,4.5,1
1525,20220218,20220512,83,CAR00023,CUST002471,Asia Pacific,Australia,BMW Sydney,Karim Cohen,Individual,Referral,Lease,0.0,120200.0,False,0,4,3.7,1
1526,20230513,20230907,117,CAR01073,CUST001660,North America,Canada,BMW Toronto,Marco Müller,Individual,Referral,Bank Loan,1.99,91247.31,False,0,4,5.0,1
1527,20260329,20260426,28,CAR01074,CUST003144,North America,USA,South Bay BMW,Julia Nakamura,Individual,Online Configurator,Bank Loan,5.71,165761.82,False,0,4,4.7,1
1528,20221211,20230330,109,CAR00694,CUST000564,Europe,Italy,BMW Roma,Daniel Silva,Individual,Referral,Manufacturer Finance,2.64,139322.16,False,0,4,5.0,1
1529,20230319,20230427,39,CAR00607,CUST000833,North America,USA,South Bay BMW,Noah Zhang,Individual,Dealership Walk-in,Manufacturer Finance,0.56,147071.76,False,0,4,5.0,1
1530,20221129,20230222,85,CAR00262,CUST003245,Asia Pacific,China,BMW Beijing Chaoyang,Elena Cohen,Individual,Online Configurator,Lease,2.09,123366.6,False,0,4,4.4,1
1531,20220312,20220615,95,CAR01075,CUST002670,Europe,United Kingdom,Park Lane BMW London,Liam Garcia,Individual,Online Configurator,Bank Loan,2.92,157949.16,False,0,4,4.0,1
1532,20230630,20230909,71,CAR01076,CUST003648,Europe,Netherlands,BMW Amsterdam,Elena Cohen,Lease Return Buyout,Dealership Walk-in,Bank Loan,3.76,99800.88,False,0,4,4.2,1
1533,20250715,20250818,34,CAR01048,CUST002743,North America,USA,BMW of Manhattan,Omar Tanaka,Individual,Online Configurator,Bank Loan,3.24,85535.84,False,0,4,4.3,1
1534,20230213,20230525,101,CAR00298,CUST002607,North America,Mexico,BMW Guadalajara,Nina Andersson,Individual,Auto Show Event,Cash,4.97,92274.13,False,0,4,4.7,1
1535,20231113,20240102,50,CAR00352,CUST001641,Asia Pacific,Australia,BMW Melbourne,Julia Cohen,Individual,Dealership Walk-in,Lease,4.16,101015.36,False,0,4,3.5,1
1536,20251130,20260228,90,CAR01077,CUST001090,North America,Mexico,BMW Polanco,Olivia Hassan,Individual,Dealership Walk-in,Manufacturer Finance,0.0,81100.0,False,0,4,4.7,1
1537,20251129,20260315,106,CAR01078,CUST000770,Rest of World,Brazil,BMW São Paulo,David Andersson,Certified Pre-Owned Trade-In,Online Configurator,Bank Loan,1.59,86010.34,True,28962,4,3.8,1
1538,20251227,20260302,65,CAR00858,CUST002967,Europe,Spain,BMW Barcelona,Tom Andersson,Lease Return Buyout,Dealership Walk-in,Bank Loan,5.42,125507.66,False,0,4,4.6,1
1539,20250115,20250310,54,CAR00282,CUST000321,Middle East,Qatar,BMW Doha,Felix Garcia,Individual,Online Configurator,Cash,7.86,122638.34,False,0,4,4.1,1
1540,20220310,20220506,57,CAR00483,CUST001870,North America,Mexico,BMW Guadalajara,Tom Tanaka,Individual,Online Configurator,Cash,0.0,157600.0,False,0,4,4.5,1
1541,20220627,20220919,84,CAR01079,CUST003648,North America,Mexico,BMW Polanco,Laura Nakamura,Individual,Online Configurator,Lease,4.52,100254.0,False,0,4,3.8,1
1542,20221208,20230129,52,CAR01080,CUST000575,Asia Pacific,South Korea,BMW Seoul Gangnam,Daniel Silva,Individual,Online Configurator,Manufacturer Finance,4.14,126055.9,False,0,4,5.0,1
1543,20250716,20251111,118,CAR01081,CUST002948,Europe,Italy,BMW Milano,Mia Müller,Corporate Fleet,Fleet Program,Lease,4.25,99867.25,False,0,4,5.0,1
1544,20240616,20241013,119,CAR01082,CUST001467,Middle East,UAE,BMW Dubai Sheikh Zayed Rd,Anna Nakamura,Individual,Dealership Walk-in,Bank Loan,1.74,85486.2,False,0,4,4.8,1
1545,20230411,20230607,57,CAR01083,CUST001375,North America,USA,BMW of Manhattan,Wei Weber,Individual,Auto Show Event,Manufacturer Finance,3.84,84236.16,False,0,4,4.1,1
1546,20230118,20230417,89,CAR01084,CUST002752,North America,Mexico,BMW Guadalajara,Karim Murphy,Individual,Dealership Walk-in,Bank Loan,0.9,144785.1,False,0,4,4.6,1
1547,20240806,20241129,115,CAR00652,CUST003348,Asia Pacific,China,BMW Shanghai Jing'an,Daniel Kim,Lease Return Buyout,Online Configurator,Manufacturer Finance,3.07,147915.18,False,0,4,4.7,1
1548,20230825,20231217,114,CAR00412,CUST002188,Europe,Spain,BMW Madrid Norte,Elena Zhang,Individual,Fleet Program,Cash,0.8,100192.0,False,0,4,4.0,1
1549,20260420,20260528,38,CAR00293,CUST001624,North America,Mexico,BMW Guadalajara,Laura Nakamura,Individual,Dealership Walk-in,Bank Loan,2.27,96166.32,False,0,4,4.5,1
1550,20250102,20250224,53,CAR01085,CUST002148,Europe,Spain,BMW Madrid Norte,David Rossi,Individual,Dealership Walk-in,Lease,2.57,87394.71,False,0,4,4.9,1
1551,20260516,20260807,83,CAR00639,CUST000907,Asia Pacific,China,BMW Beijing Chaoyang,Nina Cohen,Individual,Dealership Walk-in,Lease,6.59,89393.37,False,0,4,5.0,1
1552,20240418,20240723,96,CAR01086,CUST000819,Asia Pacific,Singapore,Performance Motors Singapore,Nina Tanaka,Certified Pre-Owned Trade-In,Dealership Walk-in,Lease,2.72,76267.52,True,33281,4,4.6,1
1553,20220830,20221019,50,CAR01087,CUST003160,Asia Pacific,Australia,BMW Sydney,Anna Weber,Individual,Dealership Walk-in,Cash,5.93,92376.74,False,0,4,4.1,1
1554,20250427,20250820,115,CAR00288,CUST001859,Asia Pacific,Singapore,Performance Motors Singapore,Tom Andersson,Lease Return Buyout,Auto Show Event,Manufacturer Finance,5.88,74072.44,False,0,4,4.8,1
